target_id	latest_stage_observed	has_any_generated_output	has_prothunt_output	has_af3_inputs	has_af3_results	has_filtered_af3_models	prothunt_output_dir_count	af3_input_json_count	af3_template_cif_count	af3_result_dir_count	filtered_child_dir_count	filtered_child_file_count	filtered_cif_file_count	filtered_pdb_file_count	filtered_json_file_count	prothunt_roots	prothunt_conf_gen_results_child_dir_count	prothunt_conf_gen_results_child_file_count	prothunt_dataset_root_child_dir_count	prothunt_dataset_root_child_file_count	overlaps_1000_train	overlaps_1000_test	overlaps_1000_all	overlaps_1000_trained_ids	first_seen_mtime_iso	latest_seen_mtime_iso	tierb_has_sequence	max_vhvl_identity_to_1000_all	nearest_vhvl_target_1000_all	max_vh_identity_to_1000_all	nearest_vh_target_1000_all	max_vl_identity_to_1000_all	nearest_vl_target_1000_all	tierb_pass_vhvl85	tierb_fail_reason_vhvl85
7tbf	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T02:55:44-0400	2026-06-18T11:10:00-0400	True	0.943966	7l7e	0.943089	7l7e	0.962963	6o2c	False	max_vhvl_identity_ge_0.85
7tca	af3_results	True	False	True	True			100	100	98											False	False	False	False	2026-06-23T17:36:03-0400	2026-06-27T19:57:43-0400	True	1.000000	7tc9	1.000000	7tc9	1.000000	7tc9	False	max_vhvl_identity_ge_0.85
7tcc	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T04:39:20-0400	2026-06-18T12:09:06-0400	True	1.000000	7tc9	1.000000	7tc9	1.000000	7tc9	False	max_vhvl_identity_ge_0.85
7tct	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T03:44:48-0400	2026-06-08T11:35:35-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7td8	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T04:27:15-0400	2026-06-08T13:36:31-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7tdm	af3_results	True	False	False	True					100											False	False	False	False	2026-05-28T22:06:18-0400	2026-05-28T22:11:47-0400	True	1.000000	9bei	1.000000	9bei	1.000000	9bei	False	max_vhvl_identity_ge_0.85
7the	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T05:39:58-0400	2026-06-08T15:18:39-0400	True	0.895652	7qf1	0.845528	7qf1	0.962617	9pwn	False	max_vhvl_identity_ge_0.85
7tho	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T06:09:27-0400	2026-06-08T17:13:52-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7tmz	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T06:22:43-0400	2026-06-08T19:05:36-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7tpd	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T08:22:48-0400	2026-06-10T05:11:25-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7u0q	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T10:01:51-0400	2026-06-10T07:01:08-0400	True	0.941964	7kn7	0.931624	7ch5	0.971963	7kn7	False	max_vhvl_identity_ge_0.85
7u60	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T09:55:18-0400	2026-06-10T10:24:03-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7u9f	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T12:21:58-0400	2026-06-10T12:08:16-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7u9v	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T12:40:03-0400	2026-06-10T14:00:48-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ubr	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T13:20:05-0400	2026-06-10T16:01:04-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ucy	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T13:31:29-0400	2026-06-10T17:45:52-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7udg	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T14:21:40-0400	2026-06-10T19:38:03-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7udh	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T14:28:44-0400	2026-06-10T21:34:17-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ue0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T15:12:42-0400	2026-06-10T23:18:39-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ufh	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T15:28:48-0400	2026-06-11T01:10:59-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ufo	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T15:47:22-0400	2026-06-18T13:49:57-0400	True	0.991453	7lkg	0.983471	7lkg	1.000000	7lkg	False	max_vhvl_identity_ge_0.85
7uh8	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T16:23:50-0400	2026-06-18T15:13:41-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7uje	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T17:45:28-0400	2026-06-18T16:21:20-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ujk	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T17:57:24-0400	2026-06-18T17:13:07-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7uk9	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T18:42:22-0400	2026-06-18T18:08:39-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7uko	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T18:44:00-0400	2026-06-18T19:11:07-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ukp	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T19:00:47-0400	2026-06-19T23:21:25-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ukt	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T19:45:09-0400	2026-06-17T14:34:47-0400	True	1.000000	2vc2	1.000000	2vc2	1.000000	2vc2	False	max_vhvl_identity_ge_0.85
7ul0	af3_results	True	False	True	True			91	91	91											False	False	False	False	2026-05-21T22:09:33-0400	2026-06-17T16:05:05-0400	True	0.864629	6d2p	0.885246	9c0u	0.936364	7k8x	False	max_vhvl_identity_ge_0.85
7ul1	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-21T21:02:07-0400	2026-06-08T05:11:41-0400	True	0.933333	7x2k	0.915254	7b3o	0.981308	7x2k	False	max_vhvl_identity_ge_0.85
7uow	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T19:40:51-0400	2026-06-27T04:35:08-0400	True	0.884444	7ek0	0.914530	8hn6	0.907407	7b3o	False	max_vhvl_identity_ge_0.85
7urq	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T01:21:57-0400	2026-06-17T20:33:46-0400	True	0.911894	7kn7	0.923729	7cjf	0.944954	7x2k	False	max_vhvl_identity_ge_0.85
7uym	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-23T18:49:19-0400	2026-06-27T06:09:41-0400	True	0.865801	8fb6	0.837398	1hez	0.943925	7xj9	False	max_vhvl_identity_ge_0.85
7vzt	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T05:52:32-0400	2026-06-17T15:25:01-0400	True	1.000000	7d6i	1.000000	7d6i	1.000000	7d6i	False	max_vhvl_identity_ge_0.85
7wbz	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T08:30:54-0400	2026-06-08T18:09:24-0400	True	0.924444	7bz5	0.940171	7e8m	0.925926	7bz5	False	max_vhvl_identity_ge_0.85
7wcr	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T10:18:36-0400	2026-06-08T19:51:24-0400	True	0.862069	7wp6	0.820513	9c7x	0.929204	7wp6	False	max_vhvl_identity_ge_0.85
7wcu	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T08:46:26-0400	2026-06-18T01:30:20-0400	True	0.881057	7yvm	0.940171	7ch5	0.897196	9goy	False	max_vhvl_identity_ge_0.85
7wcz	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-21T04:05:25-0400	2026-06-27T13:13:40-0400	True	0.862069	7wp6	0.820513	9c7x	0.929204	7wp6	False	max_vhvl_identity_ge_0.85
7wd0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-21T04:32:53-0400	2026-06-27T14:59:12-0400	True	0.862069	7wp6	0.820513	9c7x	0.929204	7wp6	False	max_vhvl_identity_ge_0.85
7wd7	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-06-21T04:35:06-0400	2026-06-27T16:48:41-0400	True	0.862069	7wp6	0.820513	9c7x	0.929204	7wp6	False	max_vhvl_identity_ge_0.85
7we7	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T11:19:31-0400	2026-06-08T21:42:45-0400	True	0.995614	8gto	0.991525	8gto	1.000000	8gto	False	max_vhvl_identity_ge_0.85
7wgd	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T13:48:10-0400	2026-06-19T18:09:48-0400	True	1.000000	4xp6	1.000000	4xp6	1.000000	4xp6	False	max_vhvl_identity_ge_0.85
7wgt	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T15:31:17-0400	2026-06-19T18:57:56-0400	True	1.000000	4xp6	1.000000	4xp6	1.000000	4xp6	False	max_vhvl_identity_ge_0.85
7whb	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T14:41:09-0400	2026-06-18T03:46:19-0400	True	0.881579	5ggt	0.819672	7wrv	0.953271	5ggt	False	max_vhvl_identity_ge_0.85
7whd	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T15:28:02-0400	2026-06-18T05:31:19-0400	True	0.881579	5ggt	0.819672	7wrv	0.953271	5ggt	False	max_vhvl_identity_ge_0.85
7wi0	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T17:01:00-0400	2026-06-18T07:09:59-0400	True	1.000000	8iva	1.000000	8iva	1.000000	8iva	False	max_vhvl_identity_ge_0.85
7wlc	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T19:27:52-0400	2026-06-18T08:49:20-0400	True	0.995614	8gto	0.991525	8gto	1.000000	8gto	False	max_vhvl_identity_ge_0.85
7wlw	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-22T20:18:33-0400	2026-06-19T19:50:31-0400	True	1.000000	4xp6	1.000000	4xp6	1.000000	4xp6	False	max_vhvl_identity_ge_0.85
7wnb	af3_results	True	False	True	True			74	74	74											False	False	False	False	2026-06-23T19:51:49-0400	2026-06-27T18:01:37-0400	True	0.911111	7cjf	0.923729	7cjf	0.888889	7bz5	False	max_vhvl_identity_ge_0.85
7won	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	1936			False	False	False	False	2026-05-31T01:13:05-0400	2026-06-24T16:23:23-0400	True	0.888430	7swp	0.839695	7rkv	1.000000	8siq	False	max_vhvl_identity_ge_0.85
7wp1	af3_results	True	False	True	True			100	100	17											False	False	False	False	2026-06-21T04:34:44-0400	2026-06-27T19:57:13-0400	True	0.887500	7swp	0.839695	7rkv	0.981982	8siq	False	max_vhvl_identity_ge_0.85
7wt9	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	2106			False	False	False	False	2026-05-31T03:43:44-0400	2026-06-24T16:24:19-0400	True	1.000000	7wt7	1.000000	7wt7	1.000000	7wt7	False	max_vhvl_identity_ge_0.85
7xcz	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	1730			False	False	False	False	2026-06-18T12:23:02-0400	2026-06-24T16:30:51-0400	True	0.877729	4py8	0.901639	8h7z	0.953271	7orb	False	max_vhvl_identity_ge_0.85
8xsf	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-28T22:25:24-0400	2026-06-04T19:19:22-0400	True	1.000000	8xsi	1.000000	8xsi	1.000000	8xsi	False	max_vhvl_identity_ge_0.85
8yvn	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-28T23:18:48-0400	2026-06-04T19:56:13-0400	True	1.000000	8yvk	1.000000	8yvk	1.000000	8yvk	False	max_vhvl_identity_ge_0.85
9cpy	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T17:53:26-0400	2026-06-04T20:00:00-0400	True	0.952586	9cpu	0.957983	9cpu	0.955752	7czy	False	max_vhvl_identity_ge_0.85
9cyi	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T18:27:20-0400	2026-06-04T20:11:39-0400	True	1.000000	6q23	1.000000	6q23	1.000000	6q23	False	max_vhvl_identity_ge_0.85
9dpe	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T19:09:07-0400	2026-05-29T19:14:57-0400	True	0.918803	9cmi	0.880952	9bei	0.990654	9cmi	False	max_vhvl_identity_ge_0.85
9gu0	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T20:24:39-0400	2026-05-29T20:30:46-0400	True	1.000000	9gu1	1.000000	9gu1	1.000000	9gu1	False	max_vhvl_identity_ge_0.85
9h4r	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T20:42:13-0400	2026-05-29T20:47:39-0400	True	0.995708	9h4s	1.000000	9h4s	0.991150	9h4s	False	max_vhvl_identity_ge_0.85
9jio	af3_results	True	False	True	True			100	100	100											False	False	False	False	2026-05-29T22:24:10-0400	2026-06-25T12:37:42-0400	True	0.987179	9jin	1.000000	9jin	0.971698	9jin	False	max_vhvl_identity_ge_0.85
9jqu	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T22:42:18-0400	2026-06-04T20:32:05-0400	True	0.850877	9l2k	0.883333	7n4l	0.869159	7czu	False	max_vhvl_identity_ge_0.85
9jqv	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T22:48:03-0400	2026-05-29T22:53:18-0400	True	0.860262	9pwn	0.868852	9pwn	0.953271	7czu	False	max_vhvl_identity_ge_0.85
9kod	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T23:11:09-0400	2026-05-29T23:17:02-0400	True	1.000000	8yvk	1.000000	8yvk	1.000000	8yvk	False	max_vhvl_identity_ge_0.85
9l1s	af3_results	True	False	False	True					100											False	False	False	False	2026-05-29T23:34:32-0400	2026-05-29T23:40:57-0400	True	0.991150	1s78	0.983193	1s78	1.000000	1s78	False	max_vhvl_identity_ge_0.85
9l6c	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	1860			False	False	False	False	2026-06-20T10:53:03-0400	2026-06-24T17:36:39-0400	True	0.917749	6rp8	0.886179	6rp8	0.972222	9bj3	False	max_vhvl_identity_ge_0.85
9lae	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T23:41:00-0400	2026-06-04T20:27:15-0400	True	1.000000	8iv4	1.000000	8iv4	1.000000	8iv4	False	max_vhvl_identity_ge_0.85
9lbs	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-29T23:46:33-0400	2026-06-04T20:27:45-0400	True	0.995726	7x1m	0.992126	7soc	1.000000	7x1m	False	max_vhvl_identity_ge_0.85
9lyp	filtered_af3_models	True	True	True	True	True	1	100	100	100	100	0	0	0	0	prothunt_conf_gen_results	0	1662			False	False	False	False	2026-06-20T10:59:35-0400	2026-06-24T17:43:35-0400	True	0.878261	6pzw	0.881890	7rkv	0.936937	7czw	False	max_vhvl_identity_ge_0.85
9mew	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T00:51:22-0400	2026-05-30T00:56:40-0400	True	1.000000	5w1k	1.000000	5w1k	1.000000	5w1k	False	max_vhvl_identity_ge_0.85
9o4p	filtered_af3_models	True	False	True	True	True		100	100	100	100	0	0	0	0						False	False	False	False	2026-05-30T02:36:46-0400	2026-06-04T20:41:51-0400	True	0.875536	4xak	0.865079	4xak	0.935185	7bz5	False	max_vhvl_identity_ge_0.85
9uxd	af3_results	True	False	False	True					100											False	False	False	False	2026-05-30T04:04:35-0400	2026-05-30T04:10:12-0400	True	1.000000	9uxe	1.000000	9uxe	1.000000	9uxe	False	max_vhvl_identity_ge_0.85
